상호명,서비스,음식,편의성,가격,행정동,중분류,업종,naver_map_url
스노우폭스,1.32,1.11,0.95,0.84,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37281814
코르바니,2.82,2.16,1.21,2.8,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1918194979
레스토랑에빗,2.81,3.07,1.39,3.55,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1838135293
와사비식당,1.03,0.95,0.59,0.89,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/34259269
홍낭자와김도령,1.43,1.37,1.5,2.04,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1107438794
홍대쌀국수,1.23,0.95,0.86,0.97,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1164771970
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
마미분식,1.56,1.24,1.07,1.29,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1769454900
오마주,2.3,2.23,1.31,2.52,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1730079135
채선당,1.77,1.92,2.05,1.72,서교동,별식/퓨전요리,샤브샤브전문,https://m.place.naver.com/restaurant/1843340907
호또치킨,1.02,0.77,0.65,0.43,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/13586808
토리니쿠역삼,1.67,2.51,0.94,1.21,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1956389927
일리카페센트로폴리스점,1.5,1.36,1.2,2.12,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1617627559
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
올라아보,1.51,1.66,1.02,1.43,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1116064916
아술아포차,2.89,1.77,1.48,2.05,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1261773108
조순금닭도리탕,2.25,3.37,2.09,3.05,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1071467533
다솔,1.17,0.98,0.94,0.97,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37236536
얼레이,1.14,1.04,0.79,1.02,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1586273137
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
히어로,1.12,0.92,0.78,1.01,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1814718199
청계천휴,1.2,0.94,0.91,1.2,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1451704655
써밋,0.95,0.8,0.1,0.6,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1146031342
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
봄날,0.83,0.82,0.78,0.87,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1601096321
연YEON,1.31,0.9,0.86,0.62,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/20626856
크리드705,0.95,0.67,0.65,0.72,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1036418378
더블유더블유,1.08,0.84,0.8,0.98,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1399686077
역삼동참치,3.45,3.02,2.02,2.82,역삼1동,일식/수산물,참치전문점,https://m.place.naver.com/restaurant/1270845824
마포구이마당서교직영점,2.47,2.3,3.63,2.75,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1332101361
비포선라이즈포차,1.2,0.86,0.77,0.89,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1946944004
포인트프레드릭,1.56,1.08,0.83,1.23,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1842239762
하이츠,0.94,0.71,0.65,0.72,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/708945085
돈까스지기,1.15,0.96,1.05,1.09,종로1.2.3.4가동,양식,돈가스전문점,https://m.place.naver.com/restaurant/1940472268
맥주창고,1.21,0.92,0.81,1.13,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/19942667
여인천하,1.45,1.37,1.29,1.52,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1138122602
토리라운지,1.1,0.85,0.78,0.93,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1933163081
버건디,3.32,2.37,1.13,1.98,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1717491417
레끄레오,1.45,1.13,0.89,1.36,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1824960312
행복은간장밥,1.46,1.48,1.48,1.67,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1767629372
스시류블랙강남N,1.92,1.69,1.42,1.75,역삼1동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1300598700
아각아각,1.87,1.88,1.36,1.76,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1975898127
칠성집,1.66,2.42,1.82,1.62,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1474447485
템플,0.94,0.55,0.58,0.58,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1406425742
119등갈비,1.19,1.04,0.96,1.03,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/37996952
살롱드마르잔,1.98,1.47,1.05,1.57,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1240502523
이세상괜한걱정,1.68,1.24,0.89,1.65,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1114616571
고씨네,1.14,0.85,0.86,0.94,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/38486665
스마트호프광장,0.96,0.66,0.64,0.74,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1055286913
이구펍,1.21,0.87,0.63,0.66,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/79841163
엘라,1.78,1.66,1.23,1.42,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/36893827
아담집,2.32,2.04,1.25,1.79,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1504364153
산골옛날통닭,0.88,0.6,0.6,0.65,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1801784339
골목길포차,3.51,3.56,1.81,1.98,서교동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1389206316
호선식당,1.5,1.38,1.24,1.24,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1594844862
하오마라,2.04,2.39,1.31,1.44,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1020603768
마라와라,3.33,3.41,2.03,2.68,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1402027598
카페,1.87,2.59,1.13,1.92,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1635742649
뜸들이다,1.33,1.05,0.96,1.06,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1049635897
샐러밥,1.08,0.83,0.83,0.94,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1249613534
쏭타이,2.3,2.21,1.24,1.64,역삼1동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1286616903
지미스모크하우스,2.71,2.24,1.6,2.03,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1199497420
빠숑숑,1.31,1.78,1.1,1.52,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1171752879
커피빈,1.1,0.88,0.76,0.55,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1166130199
쏘딜리셔스키친,1.4,1.27,1.03,1.34,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1222183153
강남시소,1.5,1.18,0.91,0.74,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/20555421
파스타입니다,1.26,1.18,0.93,1.14,서교동,양식,스파게티전문점,https://m.place.naver.com/restaurant/1439653732
통영집,1.22,1.29,1.02,1.2,역삼1동,일식/수산물,횟집,https://m.place.naver.com/restaurant/19378213
스매쉬보이,1.51,1.33,1.84,1.36,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1514089345
혼신꼬치,1.91,2.94,1.75,2.1,서교동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/1820361832
옐로우피자,1.33,1.1,1.02,1.1,서교동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1705284983
스시산원궁,2.23,1.72,1.18,1.66,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1766640434
셀러드샐러드,1.28,1.05,0.85,1.15,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1926302125
고을,1.03,0.82,0.84,0.86,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/31575683
예채한식뷔페,0.88,0.6,0.6,0.65,역삼1동,부페,한식부페,https://m.place.naver.com/restaurant/1016832012
옥탑문,3.16,2.21,1.3,2.33,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1168145935
갓포돈,2.23,3.59,2.38,2.23,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1608618357
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
이가탕수6,1.97,2.79,1.56,1.42,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1132760307
도원,1.15,1.31,0.98,1.02,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1563655110
바다왕국아구찜&해물찜,1.16,0.94,0.86,0.96,역삼1동,일식/수산물,해물찜/탕전문,https://m.place.naver.com/restaurant/1846553377
피그인더가든,1.58,1.91,1.55,2.19,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1635353871
소소떡볶이,1.11,0.91,0.86,0.93,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1660114431
홍가네김치독,1.42,1.34,1.26,1.26,역삼1동,유흥주점,민속주점,https://m.place.naver.com/restaurant/1003233508
뉴욕,0.94,0.88,0.68,0.49,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/325576796
퍼즐,1.11,0.74,0.59,0.71,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1439325554
산장,1.32,1.1,0.99,1.19,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/13101696
쟈니하우스,1.98,2.56,1.06,2.58,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1040837215
한옥집김치찜,0.94,0.0,0.0,0.64,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1325369767
통통,1.49,1.18,0.95,1.12,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1712089351
포만감,1.67,2.01,1.36,1.54,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1640140173
개미집,0.75,0.88,0.57,0.55,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1473396930
고메스테이크,1.21,1.04,1.19,1.22,역삼1동,양식,스테이크전문점,https://m.place.naver.com/restaurant/1189763122
사천리훠궈,1.48,1.07,0.99,1.21,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1729799905
저스트텐동,2.35,2.25,1.75,1.12,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1795807893
오드리,1.02,0.69,0.66,1.9,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1986127273
아이엠,0.88,0.6,0.6,0.65,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/36203032
바나프레소,1.57,2.17,1.24,1.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1845028269
또보겠지,1.79,2.57,2.09,1.52,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37663862
한일,1.32,1.31,1.07,1.04,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11862556
김삿갓,1.43,1.49,1.17,1.41,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/20821187
삼칠이,0.95,0.82,0.36,0.78,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1381135241
테이블브라운,1.38,1.43,1.06,1.16,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/36998611
하이,0.97,0.69,0.66,0.85,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/12156874
홍콩반점0410,1.31,1.21,1.01,0.88,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/33167059
정중한라면,1.91,2.17,1.59,2.18,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1530594139
평가옥,1.3,1.27,1.14,1.43,종로1.2.3.4가동,한식,냉면집,https://m.place.naver.com/restaurant/1031451022
작은집,0.88,0.6,0.6,0.65,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/598226066
게으른새,1.58,1.26,0.98,1.16,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1227172511
대독장,0.89,0.7,0.65,0.65,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1483425482
카즈야,1.62,1.44,1.32,1.35,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/86771976
아비꼬,0.8,1.04,1.24,0.64,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/12959413
위메이드익선,0.88,0.6,0.6,0.65,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/985951164
카페,1.86,3.5,1.45,2.69,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37197875
오너스ONUS,1.28,1.19,0.79,1.11,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1468759977
라이트온,1.89,1.77,1.17,2.3,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1444808378
크레이지후라이,2.2,2.34,1.63,1.99,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1351836956
야한곱창,1.4,1.29,1.0,1.16,서교동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1142846033
라공방,1.13,1.35,0.87,0.77,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1511767425
매우매오강남역별관,2.21,2.91,1.58,3.81,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1284513189
고래와,1.74,1.86,1.15,1.81,종로1.2.3.4가동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1165331740
파이리퍼블릭,1.91,1.82,1.16,1.82,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1518974488
중화복춘골드,2.42,3.45,1.45,2.26,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1038777225
호랑이꽃술,1.24,0.95,0.83,0.99,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1860393968
성우육회,2.85,2.9,1.83,2.17,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1187628950
오레노유메,1.37,1.08,0.8,0.97,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/38301913
오레노,2.23,4.2,3.96,3.03,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1621911428
서교낙지,1.63,1.37,1.11,1.31,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1630532983
부티크,0.86,0.64,0.58,0.28,종로1.2.3.4가동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/35586229
우된장,1.2,1.18,0.96,1.25,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1461876651
슈츄안,1.8,1.78,1.27,1.97,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1118558810
타스,2.03,1.69,1.15,1.65,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1613244757
38도씨식당,3.38,2.9,2.17,3.69,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1959618992
다온곱창,1.31,1.34,1.15,1.09,종로1.2.3.4가동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1531060310
홍대136,2.2,1.34,1.13,1.42,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/36370254
맥스피드,1.08,0.79,0.75,0.91,종로1.2.3.4가동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1610930500
스시앤스시,0.94,0.68,0.65,0.72,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1653740923
씨블루,2.53,2.07,1.46,2.06,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1847925813
맥주왕명주,1.56,1.12,0.95,1.21,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1965779216
한땀,2.77,2.73,1.35,2.9,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1286482063
